instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,month,hr,rental_duration,workingday_duration,non_workingday_duration
37,2011-02-06,1,2011,2,0,0,0,1,11.719153,14.58355,56.833299999999994,9.5006,354,1269,1623,2,15,182,0.0,182.0
37,2011-02-06,1,2011,2,0,0,0,1,11.719153,14.58355,56.833299999999994,9.5006,354,1269,1623,2,16,157,0.0,157.0
37,2011-02-06,1,2011,2,0,0,0,1,11.719153,14.58355,56.833299999999994,9.5006,354,1269,1623,2,17,121,0.0,121.0
37,2011-02-06,1,2011,2,0,0,0,1,11.719153,14.58355,56.833299999999994,9.5006,354,1269,1623,2,18,78,0.0,78.0
37,2011-02-06,1,2011,2,0,0,0,1,11.719153,14.58355,56.833299999999994,9.5006,354,1269,1623,2,19,21,0.0,21.0
37,2011-02-06,1,2011,2,0,0,0,1,11.719153,14.58355,56.833299999999994,9.5006,354,1269,1623,2,20,26,0.0,26.0
37,2011-02-06,1,2011,2,0,0,0,1,11.719153,14.58355,56.833299999999994,9.5006,354,1269,1623,2,21,27,0.0,27.0
37,2011-02-06,1,2011,2,0,0,0,1,11.719153,14.58355,56.833299999999994,9.5006,354,1269,1623,2,22,62,0.0,62.0
37,2011-02-06,1,2011,2,0,0,0,1,11.719153,14.58355,56.833299999999994,9.5006,354,1269,1623,2,23,30,0.0,30.0
38,2011-02-07,1,2011,2,0,1,1,1,11.138347,15.1829,73.83330000000001,3.0423561,120,1592,1712,2,0,15,15.0,0.0
38,2011-02-07,1,2011,2,0,1,1,1,11.138347,15.1829,73.83330000000001,3.0423561,120,1592,1712,2,1,5,5.0,0.0
38,2011-02-07,1,2011,2,0,1,1,1,11.138347,15.1829,73.83330000000001,3.0423561,120,1592,1712,2,2,3,3.0,0.0
38,2011-02-07,1,2011,2,0,1,1,1,11.138347,15.1829,73.83330000000001,3.0423561,120,1592,1712,2,3,1,1.0,0.0
38,2011-02-07,1,2011,2,0,1,1,1,11.138347,15.1829,73.83330000000001,3.0423561,120,1592,1712,2,4,2,2.0,0.0
38,2011-02-07,1,2011,2,0,1,1,1,11.138347,15.1829,73.83330000000001,3.0423561,120,1592,1712,2,5,10,10.0,0.0
38,2011-02-07,1,2011,2,0,1,1,1,11.138347,15.1829,73.83330000000001,3.0423561,120,1592,1712,2,6,30,30.0,0.0
38,2011-02-07,1,2011,2,0,1,1,1,11.138347,15.1829,73.83330000000001,3.0423561,120,1592,1712,2,7,95,95.0,0.0
38,2011-02-07,1,2011,2,0,1,1,1,11.138347,15.1829,73.83330000000001,3.0423561,120,1592,1712,2,8,230,230.0,0.0
38,2011-02-07,1,2011,2,0,1,1,1,11.138347,15.1829,73.83330000000001,3.0423561,120,1592,1712,2,9,118,118.0,0.0
38,2011-02-07,1,2011,2,0,1,1,1,11.138347,15.1829,73.83330000000001,3.0423561,120,1592,1712,2,10,55,55.0,0.0
38,2011-02-07,1,2011,2,0,1,1,1,11.138347,15.1829,73.83330000000001,3.0423561,120,1592,1712,2,11,47,47.0,0.0
38,2011-02-07,1,2011,2,0,1,1,1,11.138347,15.1829,73.83330000000001,3.0423561,120,1592,1712,2,12,66,66.0,0.0
38,2011-02-07,1,2011,2,0,1,1,1,11.138347,15.1829,73.83330000000001,3.0423561,120,1592,1712,2,13,64,64.0,0.0
38,2011-02-07,1,2011,2,0,1,1,1,11.138347,15.1829,73.83330000000001,3.0423561,120,1592,1712,2,14,60,60.0,0.0
38,2011-02-07,1,2011,2,0,1,1,1,11.138347,15.1829,73.83330000000001,3.0423561,120,1592,1712,2,15,50,50.0,0.0
38,2011-02-07,1,2011,2,0,1,1,1,11.138347,15.1829,73.83330000000001,3.0423561,120,1592,1712,2,16,114,114.0,0.0
38,2011-02-07,1,2011,2,0,1,1,1,11.138347,15.1829,73.83330000000001,3.0423561,120,1592,1712,2,17,216,216.0,0.0
38,2011-02-07,1,2011,2,0,1,1,1,11.138347,15.1829,73.83330000000001,3.0423561,120,1592,1712,2,18,175,175.0,0.0
38,2011-02-07,1,2011,2,0,1,1,1,11.138347,15.1829,73.83330000000001,3.0423561,120,1592,1712,2,19,128,128.0,0.0
38,2011-02-07,1,2011,2,0,1,1,1,11.138347,15.1829,73.83330000000001,3.0423561,120,1592,1712,2,20,88,88.0,0.0
38,2011-02-07,1,2011,2,0,1,1,1,11.138347,15.1829,73.83330000000001,3.0423561,120,1592,1712,2,21,78,78.0,0.0
38,2011-02-07,1,2011,2,0,1,1,1,11.138347,15.1829,73.83330000000001,3.0423561,120,1592,1712,2,22,37,37.0,0.0
38,2011-02-07,1,2011,2,0,1,1,1,11.138347,15.1829,73.83330000000001,3.0423561,120,1592,1712,2,23,25,25.0,0.0
39,2011-02-08,1,2011,2,0,2,1,1,9.054153,9.9123,53.7917,24.25065,64,1466,1530,2,0,10,10.0,0.0
39,2011-02-08,1,2011,2,0,2,1,1,9.054153,9.9123,53.7917,24.25065,64,1466,1530,2,1,4,4.0,0.0
39,2011-02-08,1,2011,2,0,2,1,1,9.054153,9.9123,53.7917,24.25065,64,1466,1530,2,2,2,2.0,0.0
39,2011-02-08,1,2011,2,0,2,1,1,9.054153,9.9123,53.7917,24.25065,64,1466,1530,2,3,1,1.0,0.0
39,2011-02-08,1,2011,2,0,2,1,1,9.054153,9.9123,53.7917,24.25065,64,1466,1530,2,4,3,3.0,0.0
39,2011-02-08,1,2011,2,0,2,1,1,9.054153,9.9123,53.7917,24.25065,64,1466,1530,2,5,2,2.0,0.0
39,2011-02-08,1,2011,2,0,2,1,1,9.054153,9.9123,53.7917,24.25065,64,1466,1530,2,6,39,39.0,0.0
39,2011-02-08,1,2011,2,0,2,1,1,9.054153,9.9123,53.7917,24.25065,64,1466,1530,2,7,100,100.0,0.0
39,2011-02-08,1,2011,2,0,2,1,1,9.054153,9.9123,53.7917,24.25065,64,1466,1530,2,8,243,243.0,0.0
39,2011-02-08,1,2011,2,0,2,1,1,9.054153,9.9123,53.7917,24.25065,64,1466,1530,2,9,135,135.0,0.0
39,2011-02-08,1,2011,2,0,2,1,1,9.054153,9.9123,53.7917,24.25065,64,1466,1530,2,10,48,48.0,0.0
39,2011-02-08,1,2011,2,0,2,1,1,9.054153,9.9123,53.7917,24.25065,64,1466,1530,2,11,50,50.0,0.0
39,2011-02-08,1,2011,2,0,2,1,1,9.054153,9.9123,53.7917,24.25065,64,1466,1530,2,12,65,65.0,0.0
39,2011-02-08,1,2011,2,0,2,1,1,9.054153,9.9123,53.7917,24.25065,64,1466,1530,2,13,50,50.0,0.0
39,2011-02-08,1,2011,2,0,2,1,1,9.054153,9.9123,53.7917,24.25065,64,1466,1530,2,14,64,64.0,0.0
39,2011-02-08,1,2011,2,0,2,1,1,9.054153,9.9123,53.7917,24.25065,64,1466,1530,2,15,51,51.0,0.0
39,2011-02-08,1,2011,2,0,2,1,1,9.054153,9.9123,53.7917,24.25065,64,1466,1530,2,16,83,83.0,0.0
39,2011-02-08,1,2011,2,0,2,1,1,9.054153,9.9123,53.7917,24.25065,64,1466,1530,2,17,176,176.0,0.0
39,2011-02-08,1,2011,2,0,2,1,1,9.054153,9.9123,53.7917,24.25065,64,1466,1530,2,18,152,152.0,0.0
39,2011-02-08,1,2011,2,0,2,1,1,9.054153,9.9123,53.7917,24.25065,64,1466,1530,2,19,101,101.0,0.0
39,2011-02-08,1,2011,2,0,2,1,1,9.054153,9.9123,53.7917,24.25065,64,1466,1530,2,20,56,56.0,0.0
39,2011-02-08,1,2011,2,0,2,1,1,9.054153,9.9123,53.7917,24.25065,64,1466,1530,2,21,54,54.0,0.0
39,2011-02-08,1,2011,2,0,2,1,1,9.054153,9.9123,53.7917,24.25065,64,1466,1530,2,22,29,29.0,0.0
39,2011-02-08,1,2011,2,0,2,1,1,9.054153,9.9123,53.7917,24.25065,64,1466,1530,2,23,12,12.0,0.0
40,2011-02-09,1,2011,2,0,3,1,2,5.526102999999999,7.21415,49.4783,12.652213,53,1552,1605,2,0,17,17.0,0.0
40,2011-02-09,1,2011,2,0,3,1,2,5.526102999999999,7.21415,49.4783,12.652213,53,1552,1605,2,1,7,7.0,0.0
40,2011-02-09,1,2011,2,0,3,1,2,5.526102999999999,7.21415,49.4783,12.652213,53,1552,1605,2,2,3,3.0,0.0
40,2011-02-09,1,2011,2,0,3,1,2,5.526102999999999,7.21415,49.4783,12.652213,53,1552,1605,2,3,2,2.0,0.0
40,2011-02-09,1,2011,2,0,3,1,2,5.526102999999999,7.21415,49.4783,12.652213,53,1552,1605,2,5,7,7.0,0.0
40,2011-02-09,1,2011,2,0,3,1,2,5.526102999999999,7.21415,49.4783,12.652213,53,1552,1605,2,6,43,43.0,0.0
40,2011-02-09,1,2011,2,0,3,1,2,5.526102999999999,7.21415,49.4783,12.652213,53,1552,1605,2,7,99,99.0,0.0
40,2011-02-09,1,2011,2,0,3,1,2,5.526102999999999,7.21415,49.4783,12.652213,53,1552,1605,2,8,199,199.0,0.0
40,2011-02-09,1,2011,2,0,3,1,2,5.526102999999999,7.21415,49.4783,12.652213,53,1552,1605,2,9,123,123.0,0.0
40,2011-02-09,1,2011,2,0,3,1,2,5.526102999999999,7.21415,49.4783,12.652213,53,1552,1605,2,10,59,59.0,0.0
40,2011-02-09,1,2011,2,0,3,1,2,5.526102999999999,7.21415,49.4783,12.652213,53,1552,1605,2,11,41,41.0,0.0
40,2011-02-09,1,2011,2,0,3,1,2,5.526102999999999,7.21415,49.4783,12.652213,53,1552,1605,2,12,61,61.0,0.0
40,2011-02-09,1,2011,2,0,3,1,2,5.526102999999999,7.21415,49.4783,12.652213,53,1552,1605,2,13,69,69.0,0.0
40,2011-02-09,1,2011,2,0,3,1,2,5.526102999999999,7.21415,49.4783,12.652213,53,1552,1605,2,14,58,58.0,0.0
40,2011-02-09,1,2011,2,0,3,1,2,5.526102999999999,7.21415,49.4783,12.652213,53,1552,1605,2,15,64,64.0,0.0
40,2011-02-09,1,2011,2,0,3,1,2,5.526102999999999,7.21415,49.4783,12.652213,53,1552,1605,2,16,79,79.0,0.0
40,2011-02-09,1,2011,2,0,3,1,2,5.526102999999999,7.21415,49.4783,12.652213,53,1552,1605,2,17,166,166.0,0.0
40,2011-02-09,1,2011,2,0,3,1,2,5.526102999999999,7.21415,49.4783,12.652213,53,1552,1605,2,18,170,170.0,0.0
40,2011-02-09,1,2011,2,0,3,1,2,5.526102999999999,7.21415,49.4783,12.652213,53,1552,1605,2,19,88,88.0,0.0
40,2011-02-09,1,2011,2,0,3,1,2,5.526102999999999,7.21415,49.4783,12.652213,53,1552,1605,2,20,84,84.0,0.0
40,2011-02-09,1,2011,2,0,3,1,2,5.526102999999999,7.21415,49.4783,12.652213,53,1552,1605,2,21,83,83.0,0.0
40,2011-02-09,1,2011,2,0,3,1,2,5.526102999999999,7.21415,49.4783,12.652213,53,1552,1605,2,22,46,46.0,0.0
40,2011-02-09,1,2011,2,0,3,1,2,5.526102999999999,7.21415,49.4783,12.652213,53,1552,1605,2,23,37,37.0,0.0
41,2011-02-10,1,2011,2,0,4,1,1,5.918268,7.477399999999999,43.7391,14.869645,47,1491,1538,2,0,16,16.0,0.0
41,2011-02-10,1,2011,2,0,4,1,1,5.918268,7.477399999999999,43.7391,14.869645,47,1491,1538,2,1,7,7.0,0.0
41,2011-02-10,1,2011,2,0,4,1,1,5.918268,7.477399999999999,43.7391,14.869645,47,1491,1538,2,2,3,3.0,0.0
41,2011-02-10,1,2011,2,0,4,1,1,5.918268,7.477399999999999,43.7391,14.869645,47,1491,1538,2,4,1,1.0,0.0
41,2011-02-10,1,2011,2,0,4,1,1,5.918268,7.477399999999999,43.7391,14.869645,47,1491,1538,2,5,6,6.0,0.0
41,2011-02-10,1,2011,2,0,4,1,1,5.918268,7.477399999999999,43.7391,14.869645,47,1491,1538,2,6,26,26.0,0.0
41,2011-02-10,1,2011,2,0,4,1,1,5.918268,7.477399999999999,43.7391,14.869645,47,1491,1538,2,7,99,99.0,0.0
41,2011-02-10,1,2011,2,0,4,1,1,5.918268,7.477399999999999,43.7391,14.869645,47,1491,1538,2,8,178,178.0,0.0
41,2011-02-10,1,2011,2,0,4,1,1,5.918268,7.477399999999999,43.7391,14.869645,47,1491,1538,2,9,122,122.0,0.0
41,2011-02-10,1,2011,2,0,4,1,1,5.918268,7.477399999999999,43.7391,14.869645,47,1491,1538,2,10,35,35.0,0.0
41,2011-02-10,1,2011,2,0,4,1,1,5.918268,7.477399999999999,43.7391,14.869645,47,1491,1538,2,11,45,45.0,0.0
41,2011-02-10,1,2011,2,0,4,1,1,5.918268,7.477399999999999,43.7391,14.869645,47,1491,1538,2,12,69,69.0,0.0
41,2011-02-10,1,2011,2,0,4,1,1,5.918268,7.477399999999999,43.7391,14.869645,47,1491,1538,2,13,62,62.0,0.0
41,2011-02-10,1,2011,2,0,4,1,1,5.918268,7.477399999999999,43.7391,14.869645,47,1491,1538,2,14,48,48.0,0.0
41,2011-02-10,1,2011,2,0,4,1,1,5.918268,7.477399999999999,43.7391,14.869645,47,1491,1538,2,15,50,50.0,0.0
41,2011-02-10,1,2011,2,0,4,1,1,5.918268,7.477399999999999,43.7391,14.869645,47,1491,1538,2,16,80,80.0,0.0
41,2011-02-10,1,2011,2,0,4,1,1,5.918268,7.477399999999999,43.7391,14.869645,47,1491,1538,2,17,165,165.0,0.0
41,2011-02-10,1,2011,2,0,4,1,1,5.918268,7.477399999999999,43.7391,14.869645,47,1491,1538,2,18,160,160.0,0.0
41,2011-02-10,1,2011,2,0,4,1,1,5.918268,7.477399999999999,43.7391,14.869645,47,1491,1538,2,19,112,112.0,0.0
41,2011-02-10,1,2011,2,0,4,1,1,5.918268,7.477399999999999,43.7391,14.869645,47,1491,1538,2,20,97,97.0,0.0
41,2011-02-10,1,2011,2,0,4,1,1,5.918268,7.477399999999999,43.7391,14.869645,47,1491,1538,2,21,72,72.0,0.0
41,2011-02-10,1,2011,2,0,4,1,1,5.918268,7.477399999999999,43.7391,14.869645,47,1491,1538,2,22,51,51.0,0.0
41,2011-02-10,1,2011,2,0,4,1,1,5.918268,7.477399999999999,43.7391,14.869645,47,1491,1538,2,23,34,34.0,0.0
42,2011-02-11,1,2011,2,0,5,1,1,7.752731000000001,10.67545,50.6364,7.272849999999999,149,1597,1746,2,0,14,14.0,0.0
42,2011-02-11,1,2011,2,0,5,1,1,7.752731000000001,10.67545,50.6364,7.272849999999999,149,1597,1746,2,1,7,7.0,0.0
42,2011-02-11,1,2011,2,0,5,1,1,7.752731000000001,10.67545,50.6364,7.272849999999999,149,1597,1746,2,2,3,3.0,0.0
42,2011-02-11,1,2011,2,0,5,1,1,7.752731000000001,10.67545,50.6364,7.272849999999999,149,1597,1746,2,5,4,4.0,0.0
42,2011-02-11,1,2011,2,0,5,1,1,7.752731000000001,10.67545,50.6364,7.272849999999999,149,1597,1746,2,6,24,24.0,0.0
42,2011-02-11,1,2011,2,0,5,1,1,7.752731000000001,10.67545,50.6364,7.272849999999999,149,1597,1746,2,7,74,74.0,0.0
42,2011-02-11,1,2011,2,0,5,1,1,7.752731000000001,10.67545,50.6364,7.272849999999999,149,1597,1746,2,8,216,216.0,0.0
42,2011-02-11,1,2011,2,0,5,1,1,7.752731000000001,10.67545,50.6364,7.272849999999999,149,1597,1746,2,9,140,140.0,0.0
42,2011-02-11,1,2011,2,0,5,1,1,7.752731000000001,10.67545,50.6364,7.272849999999999,149,1597,1746,2,10,44,44.0,0.0
42,2011-02-11,1,2011,2,0,5,1,1,7.752731000000001,10.67545,50.6364,7.272849999999999,149,1597,1746,2,11,64,64.0,0.0
42,2011-02-11,1,2011,2,0,5,1,1,7.752731000000001,10.67545,50.6364,7.272849999999999,149,1597,1746,2,12,71,71.0,0.0
42,2011-02-11,1,2011,2,0,5,1,1,7.752731000000001,10.67545,50.6364,7.272849999999999,149,1597,1746,2,13,110,110.0,0.0
42,2011-02-11,1,2011,2,0,5,1,1,7.752731000000001,10.67545,50.6364,7.272849999999999,149,1597,1746,2,14,84,84.0,0.0
42,2011-02-11,1,2011,2,0,5,1,1,7.752731000000001,10.67545,50.6364,7.272849999999999,149,1597,1746,2,15,74,74.0,0.0
42,2011-02-11,1,2011,2,0,5,1,1,7.752731000000001,10.67545,50.6364,7.272849999999999,149,1597,1746,2,16,125,125.0,0.0
42,2011-02-11,1,2011,2,0,5,1,1,7.752731000000001,10.67545,50.6364,7.272849999999999,149,1597,1746,2,17,211,211.0,0.0
42,2011-02-11,1,2011,2,0,5,1,1,7.752731000000001,10.67545,50.6364,7.272849999999999,149,1597,1746,2,18,174,174.0,0.0
42,2011-02-11,1,2011,2,0,5,1,1,7.752731000000001,10.67545,50.6364,7.272849999999999,149,1597,1746,2,19,101,101.0,0.0
42,2011-02-11,1,2011,2,0,5,1,1,7.752731000000001,10.67545,50.6364,7.272849999999999,149,1597,1746,2,20,63,63.0,0.0
42,2011-02-11,1,2011,2,0,5,1,1,7.752731000000001,10.67545,50.6364,7.272849999999999,149,1597,1746,2,21,47,47.0,0.0
42,2011-02-11,1,2011,2,0,5,1,1,7.752731000000001,10.67545,50.6364,7.272849999999999,149,1597,1746,2,22,43,43.0,0.0
42,2011-02-11,1,2011,2,0,5,1,1,7.752731000000001,10.67545,50.6364,7.272849999999999,149,1597,1746,2,23,53,53.0,0.0
43,2011-02-12,1,2011,2,0,6,0,1,9.1225,11.6477,54.4167,13.625589,288,1184,1472,2,0,30,0.0,30.0
43,2011-02-12,1,2011,2,0,6,0,1,9.1225,11.6477,54.4167,13.625589,288,1184,1472,2,1,24,0.0,24.0
43,2011-02-12,1,2011,2,0,6,0,1,9.1225,11.6477,54.4167,13.625589,288,1184,1472,2,2,15,0.0,15.0
43,2011-02-12,1,2011,2,0,6,0,1,9.1225,11.6477,54.4167,13.625589,288,1184,1472,2,3,10,0.0,10.0
43,2011-02-12,1,2011,2,0,6,0,1,9.1225,11.6477,54.4167,13.625589,288,1184,1472,2,4,4,0.0,4.0
43,2011-02-12,1,2011,2,0,6,0,1,9.1225,11.6477,54.4167,13.625589,288,1184,1472,2,5,1,0.0,1.0
43,2011-02-12,1,2011,2,0,6,0,1,9.1225,11.6477,54.4167,13.625589,288,1184,1472,2,6,2,0.0,2.0
43,2011-02-12,1,2011,2,0,6,0,1,9.1225,11.6477,54.4167,13.625589,288,1184,1472,2,7,11,0.0,11.0
43,2011-02-12,1,2011,2,0,6,0,1,9.1225,11.6477,54.4167,13.625589,288,1184,1472,2,8,30,0.0,30.0
43,2011-02-12,1,2011,2,0,6,0,1,9.1225,11.6477,54.4167,13.625589,288,1184,1472,2,9,43,0.0,43.0
43,2011-02-12,1,2011,2,0,6,0,1,9.1225,11.6477,54.4167,13.625589,288,1184,1472,2,10,84,0.0,84.0
43,2011-02-12,1,2011,2,0,6,0,1,9.1225,11.6477,54.4167,13.625589,288,1184,1472,2,11,114,0.0,114.0
43,2011-02-12,1,2011,2,0,6,0,1,9.1225,11.6477,54.4167,13.625589,288,1184,1472,2,12,120,0.0,120.0
43,2011-02-12,1,2011,2,0,6,0,1,9.1225,11.6477,54.4167,13.625589,288,1184,1472,2,13,135,0.0,135.0
43,2011-02-12,1,2011,2,0,6,0,1,9.1225,11.6477,54.4167,13.625589,288,1184,1472,2,14,120,0.0,120.0
43,2011-02-12,1,2011,2,0,6,0,1,9.1225,11.6477,54.4167,13.625589,288,1184,1472,2,15,174,0.0,174.0
43,2011-02-12,1,2011,2,0,6,0,1,9.1225,11.6477,54.4167,13.625589,288,1184,1472,2,16,145,0.0,145.0
43,2011-02-12,1,2011,2,0,6,0,1,9.1225,11.6477,54.4167,13.625589,288,1184,1472,2,17,137,0.0,137.0
43,2011-02-12,1,2011,2,0,6,0,1,9.1225,11.6477,54.4167,13.625589,288,1184,1472,2,18,64,0.0,64.0
43,2011-02-12,1,2011,2,0,6,0,1,9.1225,11.6477,54.4167,13.625589,288,1184,1472,2,19,41,0.0,41.0
43,2011-02-12,1,2011,2,0,6,0,1,9.1225,11.6477,54.4167,13.625589,288,1184,1472,2,20,40,0.0,40.0
43,2011-02-12,1,2011,2,0,6,0,1,9.1225,11.6477,54.4167,13.625589,288,1184,1472,2,21,51,0.0,51.0
43,2011-02-12,1,2011,2,0,6,0,1,9.1225,11.6477,54.4167,13.625589,288,1184,1472,2,22,45,0.0,45.0
43,2011-02-12,1,2011,2,0,6,0,1,9.1225,11.6477,54.4167,13.625589,288,1184,1472,2,23,32,0.0,32.0
44,2011-02-13,1,2011,2,0,0,0,1,12.977402000000001,16.20565,45.7391,17.479160999999998,397,1192,1589,2,0,39,0.0,39.0
44,2011-02-13,1,2011,2,0,0,0,1,12.977402000000001,16.20565,45.7391,17.479160999999998,397,1192,1589,2,1,24,0.0,24.0
44,2011-02-13,1,2011,2,0,0,0,1,12.977402000000001,16.20565,45.7391,17.479160999999998,397,1192,1589,2,2,20,0.0,20.0
44,2011-02-13,1,2011,2,0,0,0,1,12.977402000000001,16.20565,45.7391,17.479160999999998,397,1192,1589,2,3,12,0.0,12.0
44,2011-02-13,1,2011,2,0,0,0,1,12.977402000000001,16.20565,45.7391,17.479160999999998,397,1192,1589,2,4,2,0.0,2.0
44,2011-02-13,1,2011,2,0,0,0,1,12.977402000000001,16.20565,45.7391,17.479160999999998,397,1192,1589,2,6,5,0.0,5.0
44,2011-02-13,1,2011,2,0,0,0,1,12.977402000000001,16.20565,45.7391,17.479160999999998,397,1192,1589,2,7,3,0.0,3.0
44,2011-02-13,1,2011,2,0,0,0,1,12.977402000000001,16.20565,45.7391,17.479160999999998,397,1192,1589,2,8,12,0.0,12.0
44,2011-02-13,1,2011,2,0,0,0,1,12.977402000000001,16.20565,45.7391,17.479160999999998,397,1192,1589,2,9,47,0.0,47.0
44,2011-02-13,1,2011,2,0,0,0,1,12.977402000000001,16.20565,45.7391,17.479160999999998,397,1192,1589,2,10,105,0.0,105.0
44,2011-02-13,1,2011,2,0,0,0,1,12.977402000000001,16.20565,45.7391,17.479160999999998,397,1192,1589,2,11,112,0.0,112.0
44,2011-02-13,1,2011,2,0,0,0,1,12.977402000000001,16.20565,45.7391,17.479160999999998,397,1192,1589,2,12,152,0.0,152.0
44,2011-02-13,1,2011,2,0,0,0,1,12.977402000000001,16.20565,45.7391,17.479160999999998,397,1192,1589,2,13,154,0.0,154.0
44,2011-02-13,1,2011,2,0,0,0,1,12.977402000000001,16.20565,45.7391,17.479160999999998,397,1192,1589,2,14,161,0.0,161.0
44,2011-02-13,1,2011,2,0,0,0,1,12.977402000000001,16.20565,45.7391,17.479160999999998,397,1192,1589,2,15,162,0.0,162.0
44,2011-02-13,1,2011,2,0,0,0,1,12.977402000000001,16.20565,45.7391,17.479160999999998,397,1192,1589,2,16,134,0.0,134.0
44,2011-02-13,1,2011,2,0,0,0,1,12.977402000000001,16.20565,45.7391,17.479160999999998,397,1192,1589,2,17,125,0.0,125.0
44,2011-02-13,1,2011,2,0,0,0,1,12.977402000000001,16.20565,45.7391,17.479160999999998,397,1192,1589,2,18,95,0.0,95.0
44,2011-02-13,1,2011,2,0,0,0,1,12.977402000000001,16.20565,45.7391,17.479160999999998,397,1192,1589,2,19,61,0.0,61.0
44,2011-02-13,1,2011,2,0,0,0,1,12.977402000000001,16.20565,45.7391,17.479160999999998,397,1192,1589,2,20,47,0.0,47.0
44,2011-02-13,1,2011,2,0,0,0,1,12.977402000000001,16.20565,45.7391,17.479160999999998,397,1192,1589,2,21,51,0.0,51.0
44,2011-02-13,1,2011,2,0,0,0,1,12.977402000000001,16.20565,45.7391,17.479160999999998,397,1192,1589,2,22,36,0.0,36.0
44,2011-02-13,1,2011,2,0,0,0,1,12.977402000000001,16.20565,45.7391,17.479160999999998,397,1192,1589,2,23,30,0.0,30.0
45,2011-02-14,1,2011,2,0,1,1,1,17.015,19.9175,37.583299999999994,27.999836,208,1705,1913,2,0,11,11.0,0.0
45,2011-02-14,1,2011,2,0,1,1,1,17.015,19.9175,37.583299999999994,27.999836,208,1705,1913,2,1,7,7.0,0.0
45,2011-02-14,1,2011,2,0,1,1,1,17.015,19.9175,37.583299999999994,27.999836,208,1705,1913,2,2,2,2.0,0.0
45,2011-02-14,1,2011,2,0,1,1,1,17.015,19.9175,37.583299999999994,27.999836,208,1705,1913,2,3,2,2.0,0.0
45,2011-02-14,1,2011,2,0,1,1,1,17.015,19.9175,37.583299999999994,27.999836,208,1705,1913,2,4,2,2.0,0.0
45,2011-02-14,1,2011,2,0,1,1,1,17.015,19.9175,37.583299999999994,27.999836,208,1705,1913,2,5,3,3.0,0.0
45,2011-02-14,1,2011,2,0,1,1,1,17.015,19.9175,37.583299999999994,27.999836,208,1705,1913,2,6,26,26.0,0.0
45,2011-02-14,1,2011,2,0,1,1,1,17.015,19.9175,37.583299999999994,27.999836,208,1705,1913,2,7,98,98.0,0.0
45,2011-02-14,1,2011,2,0,1,1,1,17.015,19.9175,37.583299999999994,27.999836,208,1705,1913,2,8,256,256.0,0.0
45,2011-02-14,1,2011,2,0,1,1,1,17.015,19.9175,37.583299999999994,27.999836,208,1705,1913,2,9,130,130.0,0.0
45,2011-02-14,1,2011,2,0,1,1,1,17.015,19.9175,37.583299999999994,27.999836,208,1705,1913,2,10,55,55.0,0.0
45,2011-02-14,1,2011,2,0,1,1,1,17.015,19.9175,37.583299999999994,27.999836,208,1705,1913,2,11,53,53.0,0.0
45,2011-02-14,1,2011,2,0,1,1,1,17.015,19.9175,37.583299999999994,27.999836,208,1705,1913,2,12,126,126.0,0.0
45,2011-02-14,1,2011,2,0,1,1,1,17.015,19.9175,37.583299999999994,27.999836,208,1705,1913,2,13,120,120.0,0.0
45,2011-02-14,1,2011,2,0,1,1,1,17.015,19.9175,37.583299999999994,27.999836,208,1705,1913,2,14,90,90.0,0.0
45,2011-02-14,1,2011,2,0,1,1,1,17.015,19.9175,37.583299999999994,27.999836,208,1705,1913,2,15,90,90.0,0.0
45,2011-02-14,1,2011,2,0,1,1,1,17.015,19.9175,37.583299999999994,27.999836,208,1705,1913,2,16,118,118.0,0.0
45,2011-02-14,1,2011,2,0,1,1,1,17.015,19.9175,37.583299999999994,27.999836,208,1705,1913,2,17,243,243.0,0.0
45,2011-02-14,1,2011,2,0,1,1,1,17.015,19.9175,37.583299999999994,27.999836,208,1705,1913,2,18,205,205.0,0.0
45,2011-02-14,1,2011,2,0,1,1,1,17.015,19.9175,37.583299999999994,27.999836,208,1705,1913,2,19,98,98.0,0.0
45,2011-02-14,1,2011,2,0,1,1,1,17.015,19.9175,37.583299999999994,27.999836,208,1705,1913,2,20,70,70.0,0.0
45,2011-02-14,1,2011,2,0,1,1,1,17.015,19.9175,37.583299999999994,27.999836,208,1705,1913,2,21,43,43.0,0.0
45,2011-02-14,1,2011,2,0,1,1,1,17.015,19.9175,37.583299999999994,27.999836,208,1705,1913,2,22,45,45.0,0.0
45,2011-02-14,1,2011,2,0,1,1,1,17.015,19.9175,37.583299999999994,27.999836,208,1705,1913,2,23,20,20.0,0.0
46,2011-02-15,1,2011,2,0,2,1,1,10.909567000000001,12.7137,31.434800000000003,19.522058,140,1675,1815,2,0,19,19.0,0.0
46,2011-02-15,1,2011,2,0,2,1,1,10.909567000000001,12.7137,31.434800000000003,19.522058,140,1675,1815,2,1,5,5.0,0.0
46,2011-02-15,1,2011,2,0,2,1,1,10.909567000000001,12.7137,31.434800000000003,19.522058,140,1675,1815,2,2,3,3.0,0.0
46,2011-02-15,1,2011,2,0,2,1,1,10.909567000000001,12.7137,31.434800000000003,19.522058,140,1675,1815,2,4,1,1.0,0.0
46,2011-02-15,1,2011,2,0,2,1,1,10.909567000000001,12.7137,31.434800000000003,19.522058,140,1675,1815,2,5,4,4.0,0.0
